smiles,u0_atom
[H]OC1([H])C([H])([H])OC([H])([H])C1([H])N([H])[H],0.053102777
[H]C1=C([H])C([H])([H])C2(N([H])C2([H])[H])C1([H])[H],-0.453245171
[H]OC([H])([H])C1([H])N([H])C([H])=NC1([H])[H],1.197836773
[H]C([H])([H])OC(=O)C1([H])C([H])([H])C1([H])[H],0.038925393
[H][N]C1=C([H])[C]([H])C2([H])N1C2([H])[H],0.726079847
[H]C#CC([H])=C([H])C(=O)O[H],1.356524766
[H]C([H])([H])C1([H])OC(=O)C1([H])C([H])([H])[H],-0.008721384
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.518793137
[H]O[N][C]([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.854439007
[H]C1([H])N2C3([H])C([H])([H])C1([H])C([H])([H])C23[H],-0.520542878
[H]OC([H])(C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.449789616
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.037345342
[H]C1=NN=C(OC1([H])[H])C([H])([H])[H],1.004333433
[H]OC1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],-0.684704418
[H]C1OC(=O)C([H])(C=1[H])C([H])([H])[H],0.593593094
[H]C([H])=C(C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.650067592
[H]C1([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])O1,-0.521888832
[H]N1C([H])([H])C2([H])N([H])C([H])([H])C1([H])C2([H])[H],-0.547910612
[H]C#CC1C([H])=NN([H])C=1[H],0.357871659
[H]C1=C([H])C([H])(C(=O)N1[H])N([H])[H],0.833576717
[H]OC([H])([H])C([H])([H])[H],3.301922015
[H]N([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-0.856941683
[H]C(=O)N1C([H])([H])C([H])([H])C1([H])[H],1.082937154
[H]N1C([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.328026571
[H]C1([H])C([H])(C#N)C1([H])C#N,1.266929085
[H]C([H])([H])N1C(=O)C([H])([H])C1([H])C([H])([H])[H],-0.291237158
[H]C([H])([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],-1.32739752
[H]OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.372038332
[H]C([H])=C([H])C(=C([H])C([H])([H])[H])C([H])([H])[H],-0.316630826
[H]C1=C(C([H])([H])[H])C2([H])N(C1([H])[H])C2([H])[H],-0.127255078
[H]OC1([H])C([H])([H])N([H])C([H])([H])C1([H])O[H],0.333823945
[H]OC([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],-0.409277336
[H]OC([H])([H])C([H])([C]([H])[N]N([H])[H])C([H])([H])[H],-0.176741325
[H]OC1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],-1.370512917
[H]C(=O)C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.766044913
[H]O[N][C]([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],-0.117160422
[H]C([H])=C(C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],-1.665366604
[H]C([H])=C([H])C([H])([H])C([H])([H])OC([H])([H])[H],0.011153873
[H]C([H])=C1OC([H])([H])C([H])(N([H])[H])C1([H])[H],-0.227573527
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],-1.330089428
[H]OC([H])(C([H])([H])[H])C1([H])OC([H])([H])C1([H])[H],-0.469082565
[H]C1=NOC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.107155496
[H]C#CC([H])([H])N([H])C([H])([H])C#N,0.819847985
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])=O,0.452223044
[H]C#CC([H])([H])N([H])C([H])([H])C([H])([H])[H],0.38268208
[H]OC([H])(C([H])([H])[H])C1([H])N([H])C1([H])C([H])([H])[H],-0.774883345
[H]OC1([H])C([H])([H])N([H])C1([H])[H],1.909352996
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-1.46387727
[H]C1=NC([H])([H])C([H])(C#N)N1[H],1.180249639
[H]C#CC([H])(C#N)C([H])=O,0.979612742
[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C1([H])C2([H])[H],-0.291506348
[H]OC(=O)C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.002126208
[H]C([H])([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.937968122
[H]C#CC([H])([H])[C]([H])[N]N([H])C([H])([H])[H],0.309551905
[H]C([H])([H])N1C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],-0.940166514
[H]C#CC([H])([H])C(=O)C#N,1.741063864
[H]C#CC(OC([H])=O)=C([H])[H],1.425706809
[H]C([H])(C#N)C#CC#N,2.0227272
[H]N1C([H])([H])C([H])(C1([H])[H])C1([H])C([H])([H])C1([H])[H],-0.966547215
[H]OC1(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-1.354047412
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.518793137
[H]C(=O)C#CC([H])=C([H])C([H])([H])[H],0.54518361
[H]C(OC([H])([H])C([H])([H])[H])=C([H])C([H])([H])N([H])[H],-0.779908241
[H]C1OC2([H])C([H])([H])C2([H])OC=1[H],1.048256403
[H]C([H])=C(C#N)C#N,2.610236182
[H]OC1(C([H])([H])N([H])[H])C([H])([H])C1([H])N([H])[H],-0.203391217
[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])O[H],-0.093022978
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.027562863
[H]OC1=C([H])C([H])=NN1C([H])([H])[H],0.886831636
[H]C([H])([H])C1=NN2C([H])([H])C2([H])C1([H])[H],-1.60856734
[H]OC1([H])C([H])=NN=C1C([H])([H])[H],1.006262634
[H][C]([H])[N][N][C]([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.442567268
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H],-0.829708544
[H]N=C([H])N(C([H])=O)C([H])=C([H])[H],0.931517314
[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.018322523
[H][C]([N]C([H])([H])[H])N([H])C(=O)C([H])([H])[H],0.227179512
[H]C([H])=C1C([H])([H])C([H])=C([H])C1([H])[H],0.265225149
[H]C#CC([H])([H])C#CC([H])([H])[H],1.109048665
[H]C1([H])C([H])([H])C2([H])OC([H])(C1([H])[H])C2([H])[H],-0.769409798
[H]C([H])=C1C([H])=C([H])C([H])([H])OC1([H])[H],-0.164627738
[H]OC([H])([H])C(C([H])=O)=C([H])[H],1.430148457
[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.055380188
[H][C]([H])[N][N]C([H])=C([C]([H])[H])C([H])([H])[H],0.178231647
[H]C#CC([H])=C([H])C([H])([H])C#N,1.602834374
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],-0.804045685
[H]OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H],-0.052734084
[H]C([H])([H])C1([H])OC([H])([H])C1([H])C([H])([H])[H],-0.02397553
[H]C1OC([H])([H])OC([H])([H])C=1[H],1.436339846
[H]C(=O)C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.1393238
[H]C([H])([H])C(N1C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.621982016
[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])C([H])([H])[H],-0.475498279
[H]N=C(OC1([H])C([H])([H])C1([H])[H])N([H])[H],1.256475508
[H]C([H])=C([H])C([H])([H])C#CC#N,1.615486342
[H]N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])N([H])C1([H])[H],-1.01872537
[H][C]([H])[N]N1C([H])([H])C1([H])C#N,1.422027867
[H]OC([H])(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],-0.573169685
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.357592697
[H]C([H])=C1C([H])([H])C(=C([H])[H])C([H])([H])C1([H])[H],-1.060674274
[H]C([H])([H])OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.3113358
[H]N([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],0.33552882
[H]OC12C([H])([H])C([H])([H])C([H])(C1([H])[H])C2([H])[H],-0.774120638
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.354900788
[H]C([H])=C([H])C1([H])C([H])([H])OC([H])([H])C1([H])[H],-0.763353005
[H]OC1([H])C([H])([H])C1([H])C#N,1.73011677
[H]C([H])=C([H])C(=NOC([H])([H])[H])C([H])([H])[H],-0.062335223
[H]C#CC1ON=C([H])C=1[H],1.745595243
[H]C#CC1=NOC([H])([H])O1,2.118918056
[H]C1OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C=1[H],-0.808173278
[H]C#CC1([H])OC([H])([H])C([H])([H])O1,0.861572563
[H]C1C([H])=C([H])C(C=1[H])(N([H])[H])C([H])([H])[H],-1.122139513
[H][N]C1=C([H])[C]([H])C([H])([H])N1O[H],1.296719537
[H]N(C([H])([H])[H])C([H])([H])C1(N([H])[H])C([H])([H])C1([H])[H],-1.056815872
[H]C1([H])OC([H])(C([H])([H])[H])C([H])([H])C1=O,0.033182655
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.814499262
[H]N1C(=S)N([H])C2([H])C([H])([H])C12[H],0.367383068
[H]N1C([H])(C(=O)C1([H])C([H])([H])[H])C([H])([H])[H],-0.214562637
[H]C([H])(C#N)C(=O)C([H])([H])C([H])([H])[H],0.317358439
[H]C(OC([H])([H])[H])=C([H])C(=O)N([H])[H],0.575871365
[H]C([H])=C1C([H])=C([H])C([H])([H])C([H])=C1[H],-0.487522136
[H]C#CC(=O)C(=O)C([H])([H])[H],1.402242342
[H]OC1(C([H])=O)C([H])([H])C([H])([H])C1([H])[H],0.142160076
[H]C1ON=C(C=1[H])C([H])([H])C([H])([H])[H],0.389905368
[H]C1=NN([H])C([H])([H])C1([H])C([H])([H])[H],0.820386367
[H]N=C([H])N([H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-0.511076334
[H]OC([H])([H])C(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.375627543
[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-0.753841595
[H]O[N][C]([H])C([H])(C#N)C([H])([H])[H],1.048615324
[H]C([H])=C(C#CC([H])([H])N([H])[H])C([H])([H])[H],0.816348504
[H]C([H])=C(C#N)C(=O)N([H])[H],0.783417493
[H]OC1([H])C([H])(N([H])[H])C1(C([H])([H])[H])C([H])([H])[H],-0.775511457
[H]N([H])C1([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])[H],-0.719878686
[H][N][C]([H])N1C([H])([H])C1([H])C([H])=C([H])[H],0.311122185
[H]C#CC([H])(C#CC([H])([H])[H])C([H])([H])[H],-0.21904915
[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-0.753841595
[H]C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.599999037
[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-1.664379571
[H]C1ON=C(C=1N([H])[H])C([H])([H])[H],0.960814249
[H]C(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.388290223
[H]C#CC([H])([H])N([H])[C]([H])[N]O[H],1.195997302
[H]N([H])C(=O)C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.402143779
[H]C([H])=C([H])C1([H])OC1([H])C([H])([H])C([H])([H])[H],-0.678423299
[H]C1SN=C(C=1[H])C([H])([H])C([H])([H])[H],0.441948928
[H]C(=C1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],-1.702514939
[H]C([H])=C(C([H])([H])N([H])[H])C1([H])N([H])C1([H])[H],-0.425697976
[H][C](C#CC([H])([H])C([H])([H])[H])[N]N([H])[H],0.263340813
[H]C#CC([H])([H])C#CC([H])=O,1.296943863
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.301554261
[H]C#CC([H])=C([H])C([H])([H])C#C[H],0.429072633
[H]C([H])=C([H])C(=O)C(=O)N([H])[H],0.577531375
[H]OC([H])([H])C#CC1([H])OC1([H])[H],0.920794546
[H]C([H])=C([H])C1=C([H])C([H])([H])N([H])C1([H])[H],-1.108814567
[H]OC1([H])C([H])(OC1([H])C([H])([H])[H])C([H])([H])[H],-0.47558801
[H]C(=O)N(C([H])([H])[H])C([H])([H])C#N,0.874942375
[H]N1C([H])([H])C2([H])C(=O)C1([H])C2([H])[H],-1.110609173
[H]N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],-0.392138853
[H]C(=O)C([H])=C([H])C([H])([H])N([H])C([H])([H])[H],-0.189483025
[H]C(=C([H])C1([H])C([H])([H])C1([H])N([H])[H])C([H])([H])[H],-0.352881857
[H]C1=C(SC(=O)N1[H])C([H])([H])[H],0.377343129
[H]C(=O)C([H])(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],-0.780626083
[H]OC1([H])C([H])([H])C1([H])C([H])=C([H])C([H])([H])[H],-0.6901331
[H]OC1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],-0.541764088
[H]C1=NN=C([H])C2([H])OC12[H],1.703197687
[H]N(C([H])([H])[H])S(=O)(=O)C([H])([H])C([H])([H])[H],1.366215636
[H]C(=O)C([H])=C([H])C([H])([H])C([H])=C([H])[H],-0.148476288
[H]OC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])N([H])[H],-0.007240834
[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],1.098056706
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1.719877747
[H]C1=C([H])C([H])([H])C([H])(C#N)C1([H])[H],0.051353036
[H]C([H])=C(C([H])([H])[H])C([H])([H])OC([H])([H])[H],0.001014351
[H]OC1([H])C([H])(N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.790855334
[H]C#CC([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],-0.984852191
[H]C#CC(=NN([H])[H])C([H])([H])C([H])([H])[H],0.286356629
[H]C([H])([H])C1([H])OC([H])([H])C2([H])C([H])([H])C12[H],-0.753707
[H]C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-0.789240189
[H]C([H])=C([H])C1(N([H])[H])C([H])([H])OC1([H])[H],-0.09549056
[H][C]([H])[N]OC([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.054438959
[H]C(=O)C(=C([H])N([H])[H])C([H])([H])C([H])([H])[H],-0.261805627
[H]C([H])=C([H])C(=NOC([H])([H])[H])C([H])([H])[H],-0.062335223
[H]C(=O)C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-0.791214255
[H]N(C(=NC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.187429
[H]C1=C([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-0.765910318
[H][C]([N]N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.273076548
[H]C1=NN=C(C1=O)C([H])([H])[H],1.608532246
[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.997234969
[H]N1C([H])([H])C(=O)C1([H])C#N,0.410857387
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H],1.237228364
[H]C([H])=C1OC([H])(C([H])=C1[H])C([H])([H])[H],-0.198904704
[H]ON=C(C([H])([H])[H])C([H])([H])C([H])=O,0.743173464
[H]N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.962285027
[H]C1=C([H])C2([H])N([H])C1([H])C([H])([H])C2([H])[H],-0.489316742
[H]C([H])=C([H])C(=C([H])[H])C([H])(N([H])[H])C([H])([H])[H],-1.043221736
[H]C([H])([H])C([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],1.126725529
[H]C([H])=C([H])C#CC([H])([H])C([H])([H])[H],0.386989134
[H]C(=O)N([H])C([H])([H])C1([H])OC1([H])[H],0.420862313
[H]OC([H])([H])C([H])=C([H])C([H])(O[H])C([H])([H])[H],-0.482093455
[H]C1SN=C(C#N)C=1[H],0.023805842
[H][N][C]1N([H])C([H])=C([H])C1([H])C([H])([H])[H],2.444369767
[H]C1=NC([H])([H])C([H])(N1[H])C([H])([H])C([H])([H])[H],0.775162308
[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.018367388
[H]C1OC([H])(OC=1[H])C([H])([H])C([H])([H])[H],0.122284819
[H]OC1(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.026443113
[H]C#CC([H])([H])C#CC([H])([H])[H],1.109048665
[H]OC([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],-0.689908774
[H]C1=NOC2([H])C([H])([H])C12[H],1.872384123
[H]C([H])([H])OC([H])([H])C([H])(C#N)C([H])([H])[H],-0.214203716
[H]OC([H])([C]([H])[N]N([H])[H])C([H])([H])C([H])([H])[H],-0.17005642
[H]C1=C([H])C([H])(N([H])C1([H])[H])C([H])([H])C([H])([H])[H],0.559226398
[H]OC([H])(C([H])=C([H])C#N)C([H])([H])[H],0.37456149
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-0.37482091
[H]C1SC(=C(C=1[H])N([H])[H])N([H])[H],1.338354385
[H]C#CC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])[H],-0.661195086
[H]O[N][C]([H])C([H])(O[H])C([H])([H])C([H])([H])[H],0.175001357
[H]C1=C([H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H],-0.769140608
[H]C1=C([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-0.765910318
[H]C([H])=C([H])C#CC([H])=C([H])[H],1.026272485
[H]N1C(=O)C([H])(C1([H])[H])C([H])([H])C([H])([H])[H],-0.296665839
[H]C1=C(N([H])C(=O)N1[H])C([H])([H])[H],0.725362004
[H]C1OC([H])(OC=1C([H])([H])[H])C([H])([H])[H],0.097698724
[H]OC1C([H])=C(O[H])N([H])C=1[H],0.06553042
[H]C#CC([H])([H])C([H])([H])[H],2.426872363
[H]N([H])C([H])([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1.730151864
[H]OC([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],-1.082658192
[H]N1C([H])([H])C1([H])C#CC([H])([H])C([H])([H])[H],0.12237455
[H]C([H])=C([H])C1([H])C([H])([H])C1([H])C#N,-0.50492981
[H]N([H])C1([H])C([H])([H])OC1([H])C([H])([H])C([H])([H])[H],-0.761962185
[H]OC1=C([H])C([H])=C(N1[H])C([H])([H])[H],0.274377637
[H]C([H])(C#N)C1([H])C([H])([H])OC1([H])[H],0.423060705
[H]C(=O)C([H])([H])C#CC#N,0.622037592
[H]C#CC#CC(=N[H])N([H])[H],1.527281481
[H]C([H])=C([H])C([H])(C(=O)N([H])[H])C([H])([H])[H],-0.314342704
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C#CC([H])([H])[H],-0.976507275
[H]C#CC(=C([H])OC([H])([H])[H])C([H])([H])[H],-0.014329526
[H]C1C(=O)N([H])OC([H])([H])C=1[H],1.229915346
[H]C([H])=C([H])OC([H])([H])[H],2.652902929
[H][C]([H])[N]N1C([H])([H])C1([H])C([H])([H])[H],0.989303611
[H]OC1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],-0.002485129
[H]C#CC(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-0.931014025
[H][C]([N]OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.684121171
[H][C]([N]N([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.393305346
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.518793137
[H]N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])N([H])[H],-1.057264524
[H]C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],0.574031894
[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],-0.834195058
[H]OC1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])N([H])[H],-0.754245382
[H]OC(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.375268622
[H]C(=O)C([H])([H])C([H])([H])C(=O)N([H])[H],1.14175535
[H]OC([H])(C([H])=C([H])C([H])([H])[H])C([H])([H])N([H])[H],-0.811448433
[H]C(OC([H])([H])[H])=C([H])C([H])=C([H])C([H])([H])[H],-0.732889576
[H]C1=C(OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H],-0.810057613
[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],1.027124923
[H]ON([H])C(=O)C(=C([H])[H])C([H])([H])[H],0.722984152
[H]C([H])([H])OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],-1.309944981
[H]N1C([H])([H])C1([H])C1(N([H])[H])C([H])([H])C1([H])[H],-0.415648185
[H]OC([H])([H])C1([H])N([H])C([H])([H])C1([H])[H],0.569994032
[H]OC([H])([H])C1([H])OC1([H])C([H])([H])N([H])[H],0.141262773
[H]OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])[H],-1.136137436
[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-1.442880385
[H]C1OC(=C([H])C=1[H])N([H])[H],1.635137273
[H]N([H])C1([H])C([H])(N([H])C([H])([H])[H])C1([H])C([H])([H])[H],-1.062065094
[H]OC1([H])C([H])([H])N([H])C([H])([H])C1([H])C([H])([H])[H],-0.842405378
[H][N][C]([H])N1C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-0.347812097
[H]C([H])=C([H])C1([H])OC([H])([H])C1([H])C([H])([H])[H],-0.693991501
[H]OC1OC(=C([H])C=1[H])N([H])[H],1.19361945
[H]C(=O)C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-0.791214255
[H]C(=O)C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],-0.169114252
[H]N1C([H])([H])C1([H])C([H])([H])C([H])([H])C#N,0.098326836
[H]C#CC([H])([H])C([H])([H])[C]([H])[N]O[H],1.68296351
[H]N1C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C1([H])[H],-0.712341343
[H]C([H])=C([H])C([H])(N([H])[H])C([H])(N([H])[H])C([H])([H])[H],-1.095310161
[H]OC([H])([H])C([H])([H])N([H])[H],2.558820734
[H]C([H])([H])C1=NN=C(S1)C([H])([H])[H],0.64909127
[H]C#CC(=C([H])[H])C([H])([H])C([H])=C([H])[H],-0.266920253
[H]O[N][C]([H])C#CC#N,0.529929463
[H]C(=O)C1(C([H])([H])[H])C([H])([H])OC1([H])[H],0.160644512
[H][C]([H])[N]OC([H])([H])C([H])([H])[H],1.984726428
[H]OC1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])N([H])[H],-0.782420688
[H]C#CC([H])([H])C1([H])N([H])C1([H])[H],1.033406042
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],-0.696234758
[H][N][C]1N([H])C([H])=C([H])C1([H])O[H],1.104607016
[H]O[C]([H])C1=NN=C([H])[C]1[H],0.873372095
[H]C([H])=C([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1.016257788
[H]C([H])([H])C1([H])OC1([H])C#N,1.755286113
[H]C1=C([H])C([H])([H])C([H])(OC1([H])[H])C([H])([H])[H],-0.792605075
[H]N([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.99750416
[H]C([H])([H])C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],-1.583577458
[H]C#CC([H])(N([H])[H])C([H])([H])N([H])C([H])([H])[H],-0.36023974
[H]OC([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.43027422
[H]C([H])=C([H])C1([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.597316901
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.6331983
[H]OC([H])([H])C1([H])C([H])([H])C([H])=C([H])C1([H])[H],-0.806647863
[H]C#CC([H])(OC([H])([H])[H])C([H])=C([H])[H],0.048122746
[H]C#CC([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],-0.328250896
[H]C1C(=O)OC([H])(C=1[H])C([H])([H])[H],0.561649116
[H]C1C(=O)N([H])N([H])C=1C([H])([H])[H],0.859149846
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-1.660162248
[H]C1=NOC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],-0.118910162
[H]C([H])([H])C1=NOC([H])(O1)C([H])([H])[H],0.710960295
[H]C([H])([H])OC1([H])C([H])([H])C1([H])[H],1.356569631
[H]C([H])=C([H])C1=C([H])C([H])=C([H])N1[H],-1.626513395
[H]C1ON=C(C#N)C=1[H],2.178992476
[H][C]([N]N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.266077587
[H]C([H])=C([H])C([H])([H])OC([H])=C([H])C([H])([H])[H],-0.70009316
[H]C([H])=C1OC([H])([H])C2([H])N([H])C12[H],0.472188031
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.003245959
[H]O[N]C([H])=C([H])[C]([H])C([H])=O,-2.902343324
[H]OC([H])([H])C1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],-0.779459589
[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])[H],0.887773804
[H]C(=O)C(C([H])=C([H])[H])=C([H])C([H])([H])[H],-0.1491044
[H]OC1([H])C([H])=C([H])C2([H])N([H])C12[H],-0.39429238
[H]C#CC([H])([H])N([H])C(=N[H])C([H])([H])[H],0.166432115
[H]C(=O)C1=C([H])C([H])([H])C([H])([H])C1([H])[H],-0.248794737
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],-0.812928982
[H]C1=C([H])C2([H])OC2([H])C([H])([H])C1([H])[H],-0.156282822
[H]C1=NN([H])C([H])([H])C([H])([H])C([H])=C1[H],0.115330723
[H]C1=NOC2([H])C([H])([H])N([H])C12[H],1.12865473
[H]OC1C([H])=C([H])N([H])C=1N([H])[H],0.861572563
[H]C(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],-0.493982716
[H][N][C]1N([H])C([H])=C([H])C1([H])[H],1.334810039
[H]OC([H])([H])C([H])([H])C1(O[H])C([H])([H])C1([H])[H],-0.461500356
[H]C([H])=C1OC([H])([H])C([H])([H])C1([H])[H],0.524276456
[H]C([H])([H])C1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],-2.259425897
